区块ID,访问频率_次每秒,K值
7874,11.0,20
7875,9.0,20
7876,9.0,20
7877,18.0,20
7878,10.0,20
7879,5.0,20
7880,3.0,20
7881,56.0,20
7882,29.0,20
7883,3.0,20
7884,22.0,20
7885,10.0,20
7886,12.0,20
7887,21.0,20
7888,4.0,20
7889,7.0,20
7890,8.0,20
7891,9.0,20
7892,9.0,20
7893,2.0,20
7894,31.0,20
7895,38.0,20
7896,22.0,20
7897,15.0,20
7898,36.0,20
7899,44.0,20
7900,21.0,20
7901,10.0,20
7902,27.0,20
7903,12.0,20
7904,7.0,20
7905,4.0,20
7906,123.0,20
7907,2.0,20
7908,119.0,20
7909,7.0,20
7910,16.0,20
7911,12.0,20
7912,20.0,20
7913,3.0,20
7914,12.0,20
7915,5.0,20
7916,12.0,20
7917,10.0,20
7918,7.0,20
7919,21.0,20
7920,29.0,20
7921,2.0,20
7922,17.0,20
7923,24.0,20
7924,1.0,20
7925,70.0,20
7926,9.0,20
7927,47.0,20
7928,10.0,20
7929,5.0,20
7930,4.0,20
7931,9.0,20
7932,4.0,20
7933,11.0,20
7934,16.0,20
7935,7.0,20
7936,5.0,20
7937,92.0,20
7938,28.0,20
7939,8.0,20
7940,138.0,20
7941,23.0,20
7942,9.0,20
7943,3.0,20
7944,42.0,20
7945,15.0,20
7946,2.0,20
7947,15.0,20
7948,139.0,20
7949,11.0,20
7950,63.0,20
7951,2.0,20
7952,8.0,20
7953,14.0,20
7954,11.0,20
7955,34.0,20
7956,5.0,20
7957,6.0,20
7958,8.0,20
7959,1.0,20
7960,14.0,20
7961,2.0,20
7962,16.0,20
7963,31.0,20
7964,74.0,20
7965,50.0,20
7966,12.0,20
7967,11.0,20
7968,31.0,20
7969,3.0,20
7970,37.0,20
7971,2.0,20
7972,31.0,20
7973,48.0,20
7974,18.0,20
7975,3.0,20
7976,2.0,20
7977,5.0,20
7978,13.0,20
7979,4.0,20
7980,11.0,20
7981,6.0,20
7982,2.0,20
7983,31.0,20
7984,5.0,20
7985,2.0,20
7986,6.0,20
7987,43.0,20
7988,1.0,20
7989,41.0,20
7990,99.0,20
7991,47.0,20
7992,33.0,20
7993,10.0,20
7994,26.0,20
7995,13.0,20
7996,37.0,20
7997,28.0,20
7998,74.0,20
7999,7.0,20
